userName,score,content,at,sentiment
DzakyArsyad Pohan,5,Gamenya bagus,2024-11-03 11:02:17,positif
M Razka Alkhawarizmi,4,Tolong dong tambahin bandara Sukarno-Hatta indonesia jakarta,2024-11-03 08:32:09,positif
Liston Pangaribuan,5,tambahkan bandara yang ada di Indonesia seperti halnya di Jakarta dan di Bali,2024-11-02 14:42:49,positif
NAAN NEON,5,"Flyboys.Games anda adalah pembuat game terbaik untuk yang ini. Namun apakah ada bandara berasal dari Indonesia? Tolong di tambahkan untuk next update nya yah! Untuk yang lain tidak ada masalah cuman terlalu susah untuk mendapatkan 1 gold, apakah tidak ada code redeem? Itu saja ulasan saya Terima kasih",2024-11-02 12:50:38,positif
B.N.E 24,4,"Turun kan harga koin emas, terlalu mahall",2024-11-02 04:25:14,positif
aji prasetyo,5,Game nya bagus bgt,2024-11-01 20:42:34,positif
Farrrel Atharsyah,5,The Best,2024-11-01 14:51:27,positif
ilhamkurniawan ilham,5,💯💯💯💯💯,2024-11-01 13:51:03,positif
Aditya Saputra,5,Baguss,2024-11-01 12:12:21,positif
Dragon Bagus,5,I may ask you why is BKIN a plane game? Why is that? Please answer.,2024-11-01 12:11:48,positif
Regulus Sulton,5,"Untuk game nya saya sangat sukaaaaaaaa benget developer,dan saran saya developer kalau mau tambahin dong 2 airport lagi seperti,CGK Soekarno Hatta atau ga Airport DHO Qatar mungkin itu aja sih,sekina Terima kasih developer aku akan terus meng support game yang kau kembangkan ❤️",2024-11-01 12:10:45,positif
M. Bambang N. Nuryadin Bambang,5,game ny bagus dan tidak ada bug,2024-11-01 10:55:38,positif
Ramadhan Wiyul,5,"Game terbaik, tetapi saran saya kalau bisa kita dapat memilih semua bandara DINEGARA ini jadi bukan hanya 7 bandara, tetapi semua bandara",2024-11-01 10:07:52,positif
Adyva Izza,5,"""Memang terbaik sih""",2024-11-01 09:51:48,positif
Arief Rizal,5,"Gameplay bagus, kalo bisa game ini bs dipause dunk....",2024-11-01 09:39:09,positif
Farid Rukman,5,Game ini enak dan segar wah bagus 🤩,2024-11-01 09:22:30,positif
erry bpbd,4,"Permainan yang sangat bagus untuk dimainkan, tapi zusah cari koin emasnya di tingkatkan lagi gamenya",2024-11-01 08:03:25,positif
owWI Yunior,4,W suka game nya.. serasa jadi korlab 😄😄 Grafis oke lahh,2024-11-01 06:15:30,positif
Aldito Vernanda,5,"Game nyaa bagus sekali, untuk kedepannya saya berharap grafik bisa di tingkatkan lagi, dan saya berharap agar bandara bandara bisa menggunakan 2 runway untuk landing dan take off seperti bandara aslinya, sehingga tidak menimbulkan kemacetan pesawat",2024-11-01 04:52:53,positif
alvin fajar,5,👍👍👍👍👍,2024-11-01 03:10:35,positif
Ferry Pege,5,"GAME TERBAIK YANG PERNAH SAYA MAINKAN!! SUKSES TERUS, KALO BISA DI TAMBAHIN BANDARA INDONESIA MIN😁",2024-11-01 01:53:19,positif
Rahmad Irza Abdi Saputra,5,"Grafik Oke, gameplay nya bagus.... Kalo bisa ditambahin kondisi cuaca biar agak real sedikit",2024-11-01 01:01:50,positif
Mahyuddin Susanto,4,"Sebenarnya game nya bagus, namun berikut adalah beberapa masukan yg perlu diperhatikan: 1. Bandara punya dua runway, namun hanya satu yang dapat digunakan, arah landing/takeoff pun tidak bisa diubah.. Semestinya bisa 2. Proses service pesawat akan berhenti jika kita menutup game, ini sangat merugikan karena tidak semua pemain mempunyai waktu luang untuk membiarkan game ini berjalan di screen Sementara ini saya rehat main game ini karena pertimbangan dua point diatas",2024-10-31 22:42:07,positif
Indra Jaya m,5,Terbaik,2024-10-31 22:17:59,positif
Hans Jarvis,5,Best airport game ever:),2024-10-31 16:16:49,positif
Fais Syauqillah,5,"Semuanya sudah bagus sih tapi sisa beberapa pesawat belum di update seperti crj 900 dan blm mendapatkan update dan juga tolong tambahkan maskapai baru seperti Citilink, lion air, Batik air,dan pesawat dan juga tambah kan tipe pesawat a330-900neo dan juga b767 dan 737 max 9 Tolong juga tambah badai dan go around dan mendarat darurat dan tolong update pesawat b 747-8 dan 777 cargo",2024-10-31 15:42:09,positif
Bima Wing,1,"Ga bisa masuk game di hp satunya, sedangkan hp yg saya pakai ini bisa masuk",2024-10-31 15:32:42,negatif
Melly Ervina,1,kenapa saya ga bisa masuk ke game ya? udah nunggu lama tetep ga masuk,2024-10-31 15:25:37,negatif
Ananda Pratama,5,"Secara gameplay sdh okey , kalo bisa grafik nya di tambahin",2024-10-31 14:54:11,positif
Anwar Ibrahim,4,tolong donk tambah n Badara nya Indonesian,2024-10-31 14:38:51,positif
Fajar Nur Amanu,5,The best,2024-10-31 14:24:30,positif
Adrian,4,"Setelah di update kenapa mode malam di bandara Washington ada warna hijau biru merah kuning?itu fitur baru atau eror pada game?soalnya jadi kurang cantik,bagusan pas sebelum update...semoga dijawab",2024-10-31 03:27:26,positif
Mian Mian,5,NONG MISTER BONEKA SULAP,2024-10-30 20:13:53,positif
Angga Kewud,5,"Game nya bagus dari segi grafik, game play pokoknya perfect lah.. mantap 👍❤️",2024-10-30 14:27:17,positif
Har Vio,5,Yeeeeeeee,2024-10-30 06:53:13,positif
Yudi Aga,5,Mohon di perhatikan untuk developer game sering force close sendiri,2024-10-30 04:54:20,positif
Samudera Agong,5,Game nya jos,2024-10-29 08:01:20,positif
Wahyu Spd,5,"Tolong tambahkan bandara dubai,, changi airport,, sama los angles airport",2024-10-29 07:19:26,positif
Dhanu Purwanda,3,"If there was Soekarno Hatta airport, maybe there would be more people playing. Come on developers, make it soon.",2024-10-29 07:09:34,netral
Yasa Praja,5,Aku mah kasih B5 Soalnya gemenya bagus,2024-10-29 06:43:11,positif
Rakhmat Widhiyanto,5,Bagus sekali,2024-10-29 01:03:37,positif
Akang Jr,5,Saya harap ada coin percepatan untuk pesawat agar tidak bosan saat menunggu,2024-10-28 11:47:43,positif
Christian Jodirititan Wijaya,1,Lama banget sampe2 saya nunggu 4 menit pas dulu ja saya main aman2 saja tolonglah kembalikan yang kaya dulu,2024-10-28 11:22:24,negatif
aditya saputra,3,"Tambahkan opsi reset airport, jika user ingin mengulang airport",2024-10-28 01:34:05,netral
dimasrisyaf,5,What a good game 💯,2024-10-27 04:14:20,positif
Yuga Danuarta virdaus,5,"This game is getting better and there is the addition of a new airport, but there are several things to make this game more exciting to play, namely adding a plane crash incident in airport so that the control tower calls for help to the location to help the incident",2024-10-26 09:49:52,positif
Hendri hendri,5,Gem nya bagus Pesawat nya juga bandara juga besar enak banget main gem nya,2024-10-26 07:03:35,positif
Tresno Ngapak,5,Geme nya magus dan gerafik nya magus,2024-10-26 04:57:45,positif
Hendra Arm,5,"Game paling oke dah,🥰🥰 Sayangnya harga pesawat mahal2..",2024-10-25 21:47:14,positif
Nabil Bayu Kusuma,5,Kalau bisa mohon coba pesawat Aeroflot dari Rusia sama belavia dari Belarus di ada kan,2024-10-25 15:28:39,positif
M.Raffly Hidayatullah,5,Game yg seruu tolong dong bandara Indonesia,2024-10-25 14:26:34,positif
Mulyaman Doank,5,"kenapa setelah dapat level baru dari hadian xp, gak bisa unduh bandara baru, apakah harus nunggu selesai level pertama, terima kasih saya sangat suka game nya",2024-10-25 09:35:23,positif
Rido Nur Safaat,5,Indonesian airport plis,2024-10-25 06:02:43,positif
Radithya kasyafani,4,Grafik dan lain nya sudah bagus cuma bug ngestuck ga bsa di gerakin itu yg ngeselin Dan sebisa mungkin di permudah lah mendapat koin emas nya soal nya susah banget dapet koin emas,2024-10-25 05:41:12,positif
Andre Elvin Rudyan,5,"Tolong tambahkan bandara di Indonesia seperti Jakarta, Bali, dan Semarang juga bandara Changi Singapura dan KUL...",2024-10-24 17:30:27,positif
Fajar Ledhiyana,5,Gamenya seru dengan grafik yang sangat bagus sekali. cuman untuk koinya sangat susah di dapatkan dan mahal jika di beli .,2024-10-24 10:11:59,positif
Sinta Sinta,5,Tolong delevoper perbaiki bandara yg kita udah dibeli malah tertunda terus.tolong,2024-10-24 09:43:34,positif
agung parulian,3,Awal,2024-10-24 04:44:54,netral
NUH FA,5,NEXT UPDATE PLEASE INDONESIA AIRPORT SOEKARNO HATTA (CGK),2024-10-23 11:05:31,positif
Muhammad Ramadhan,5,"Untuk gamenya sih sudah bagus, dan realistis untuk semuanya.. tapi tolong di update selanjutnya adakan untuk bandara Indonesia khususnya bandara CGK atau bandara Soekarno Hatta di Jakarta. Pasti akan lebih seru, terima kasih",2024-10-23 07:33:50,positif
Mohamat Efendi,5,Geme ini sangat bagus tapi tolong kasih fitur jual bandara 😆,2024-10-23 06:24:39,positif
Rahmat Hidayat Saifuddin,4,Game nya sudah bagus. Saran: tolong tambahkan bandara Jakarta CGK sebagai pilihan bandara yang bisa dikeloka,2024-10-23 04:49:04,positif
Miftakhus Surur,5,"after build suvarnabumi Bangkok , I hope development will build a soekarno-hatta international airport Indonesia",2024-10-23 03:22:24,positif
Shi On,5,Gamenya seru gak bikin bosen grafik juga lumayan tapi tolong dong tambahin bandara indonesia biar namba serunya,2024-10-23 02:07:12,positif
juliaeka Pratiwi,5,gem nya bagus bat,2024-10-22 23:27:25,positif
Agus Supriatna,5,Kembang kan terus kalo bisa turun kan waktu pemakaian saat penurunan penumpang berisi2 dll di pesawat agak jenuh dan kalo bisa soundtrack nya kalo bisa di ubah sesuka hati biar enak,2024-10-22 15:06:21,positif
chie nikeysha,5,a like this geme,2024-10-22 08:32:12,positif
khoirul rully,5,"Saya sangat menyukai game ini saya berharap ditambahkannya bandara dari indonesia seperti bandara Soekarno Hatta ( CGK ) atau bandara i Gusti Ngurah Rai ( DPS ) saya akan sangat senang sekali jika terwujud ,,😊",2024-10-22 05:40:56,positif
Diki Setiawan,1,Pakai paketan,2024-10-21 03:49:15,negatif
Afrizal Ramadan,2,"Game nya bagus dan seru, cuma pendapatan sama pengeluaran beda banget, masa pendapatan kecil lalu pengeluaran nya mahal banget gak seimbangan harus adil",2024-10-21 03:19:50,negatif
Desta putra Pratama,4,"seharusnya ditambahkan fitur agar pada saat mengelola airpots lainya progres tetap berjalan, supaya bisa mengelola lebih dari satu airpor",2024-10-20 15:41:47,positif
Sofianti Agustianingsih,1,Tidak bisa,2024-10-20 06:41:29,negatif
mia sukmawati,5,Very good game,2024-10-20 02:50:19,positif
Dody Dimu,5,Kapan apdet lebih bagus lagii,2024-10-20 02:18:00,positif
Haikal Satria ramadhan,5,best game in the world!!!,2024-10-19 14:04:21,positif
Damar Huri,3,"semua bagus,cuma layanan terlalu lama untuk 1 pesawat jadi ngantuk",2024-10-19 06:40:49,netral
Angga Wibowo Qwerty,5,Gamenya sangat bagus tapi sayang tidak offline 😆,2024-10-19 05:26:40,positif
Ayik Pradita,2,pendapatan susah pengeluaran suosssse,2024-10-18 14:33:58,negatif
Widya Intani,1,Geme nya loading banget terus gk seru maaf ya aku hapus😑😔,2024-10-18 12:15:01,negatif
Pudjananti Noble,5,"Halo Developer, terimakasih atas kerja kerasnya membuat game sebagus ini. Semoga next update lebih ditingkatkan lagi",2024-10-18 06:56:28,positif
Gembel Beban,5,"Game nya bagus banget, santai dan gak bikin pusing, mudah di pahami dan ga pelit banyak hadiah nya, thanks developer 🥰🥰🥰",2024-10-17 23:19:32,positif
Morw gknc Koruog ghn,3,Noewa bhe,2024-10-17 12:08:39,netral
yondri wattimena,4,mntap,2024-10-17 04:23:23,positif
Ismu Zaahir,5,"Wah gila sih!! Geme nya realistis dari segi pesawat, manusia, dll seru wajib di coba ini mah👍",2024-10-15 11:53:37,positif
Margono Margono,3,putus putus.........,2024-10-15 10:45:40,netral
Christeven Luk,5,"even though it takes times, but i enjoy it. please be more generous and give more gold and silver coin.",2024-10-15 06:23:00,positif
Dio Alief Pranata,5,"Keren banget game ini, semoga kedepannya semakin ada tambahan livery maskapai + bandara baru",2024-10-14 13:52:44,positif
sriwahyuni,5,game nya bagus cug,2024-10-14 10:26:51,positif
Brian Keli Markus Lodar,4,Saya ingin meminta kepada developer agar meringankan kontrak pesawat berukuran L dan X,2024-10-13 12:06:34,positif
Muhammad Abiruseva,4,bagus gak leg,2024-10-13 11:44:44,positif
Muhammad Nawfal,5,gerafik nya bagus banget,2024-10-13 02:58:37,positif
Yon metri,5,keren bangeeet!! game ini!!,2024-10-12 22:28:20,positif
Mas Tamin,5,"Game nya keren banget , mungkin bisa lebih di kembangkan lagi di tambah cuaca iklim,gak hanya siang dan malam ,jalanan umum juga lebih bisa di hidupkan lagi di tambah juga skenario penerbangan seperti emergency dll, sama untuk pesawat sendiri mungkin bisa di cantumkan logo atau nama di badan pesawat gak hanya warna terimakasih",2024-10-12 13:40:46,positif
Nicodemus Indra Pratama Kurniawan,4,Game nya sudah bagus next update 1. Tolong kasih bandara Indonesia 2. Roda pesawat nya berputar 3. Hujan di kasih genangan air dan pas pesawat mendarat itu ada semprotan air yang keluar dari roda pesawat nya Thank Minn,2024-10-11 10:58:47,positif
Sugeng,5,apik,2024-10-11 03:24:36,positif
Hary Yanto,4,kerennn,2024-10-11 02:50:42,positif
Ita_,3,"Please don't make the income too small, don't make it too cheap, it won't take long to make a lot of money",2024-10-10 15:52:36,netral
Fitroh Hadi,5,Buat masukan perbaikan. Tolong untuk pesawat ATR letak lampu beaconnya dirubah ke atas vertical stabilizer. Karena yg realnya seperti itu,2024-10-09 09:43:23,positif
Wawan cs,5,"Grafiknya bagus, desain bandaranya juga keren banget kayak Main kek aslinya,,, pokoknya real banget daahh, satu lagi bg, kalau bisa tolong tambahin bandara2 yg ada di Indonesia, seperti di Ngurah Rai bali, dan Soekarno Hatta internasional, dan bandara di Kuala namu Medan,.. kan canggih2 juga bandara,, mungkin lebih seru bg.. makin banyak yg main lagi gamenya, trimakasih..",2024-10-09 05:00:56,positif
GAME OVER,2,min tolong di perbaimi dong sering banget stak di autentic/loding mulu.makin kesini makin parah ih.padahlah game nyah seru,2024-10-08 13:34:45,negatif
Salut Hasibuan,5,jos,2024-10-08 08:37:57,positif
Dani Elfian,5,Lumayan bagus,2024-10-08 01:35:56,positif
Stanislaus Oktimazas,5,"Saya telah bermain game ini dan telah mengajak 3 orang teman pecinta aviasi untuk bermain game ini . Alangkah baiknya jika ada fitur cuaca buruk , badai , suhu esktrim , dsb atau bahkan pendaratan darurat atau gangguan teknik. Dan kami butuh lebih banyak bandara transit terbesar di Timur tengah seperti DOH , DXB , dan AUH atau bandara di Asia tenggara seperti CGK , SIN atau YIA dengan pemandangan lautnya Good luck Flyboys",2024-10-07 05:27:16,positif
Rafki Gamers,5,"Very interesting game, nice graphics and very suitable for people who like planes like me",2024-10-07 03:24:55,positif
M. Faisal. Afrilliadi,5,Seru,2024-10-06 16:26:24,positif
Agus Setiawan,2,Agak patah2 grafiknya meskipun udah udah di setting ke low,2024-10-06 10:31:59,negatif
Jangan Main. Main,5,Pengalaman bendar paling bagus,2024-10-06 09:12:42,positif
Irham Mahfuz,5,aku suka,2024-10-06 05:44:45,positif
Muhammad Bagas Prasetya yudha Bagas,4,add emergency landing,2024-10-06 05:28:34,positif
Wandi Permadi,5,"bagus,seru download aja buat waktu senggang",2024-10-06 02:44:27,positif
Tenti W.,1,Loadingnya lama mohon dipercepat,2024-10-06 01:09:00,negatif
Nheni Shintya,5,Anak ku suka permainan nya,2024-10-05 18:43:32,positif
Karti Arifin,5,World oll ot Airdorta Beri ratihg aplikasi aplikasi. Karti Aritih UIash. dersifat. dudliksert dah lahit,2024-10-05 15:19:17,positif
My `itcyute,4,Selamat hari raya,2024-10-05 13:21:35,positif
Agung Muhammad,4,Permainan bagus dan grafiknya bagus. Tapi kenapa saat landing dan take off gerakan pesawat malah jadi lama. Gak seperti awal saya main saat versi jadul. Tolong di buat cepat gerakan pesawat saat landing dan take off. Agar traffic nya lancar,2024-10-05 12:44:46,positif
Nuno Alexandre,5,Game ini sangat bagus ..,2024-10-05 12:13:24,positif
TITIK SURYANINGSIH,4,Di perbaiki lagi aja biar lebih bagus permainan nya,2024-10-05 11:02:21,positif
Fahmi Rifaii,5,"Untuk gamenya sih sudah bagus ya, tapi mungkin agak sedikit membosankan ketika nunggu pesawat lagi boarding, saran saya sih tolong ditambah fitur untuk mempercepat waktu, jadi player tidak bosan ketika menunggu pesawat lagi boarding",2024-10-05 03:34:21,positif
Ade Irpan,5,"game nya menarik, tapi kalo bisa menara kontrol nya d buat on trus jdi tidak perlu bayar 😁",2024-10-05 01:27:01,positif
EVA GEMINI 88,5,very inspiring game to become an airplane pilot,2024-10-04 11:55:48,positif
Budi Achmad,5,Lumayan bagus dan menarik,2024-10-04 06:20:49,positif
Mardian Putra,1,"ini kenapa tibatiba setelah masuk ke bandara loadingnya hampir 30 menit dan tetep ga mulai mulai? padahal sebelumnya aman aman aja, dan udah top up buat beli gold.",2024-10-04 02:01:06,negatif
Official Dordelavent 07,4,"Sejauh ini , ini yg terbaik , saran bisa tambahkan bandara soekarno hatta indonesia karena pengguna game ini di indonesia sangatlah banyak",2024-10-04 01:36:23,positif
WhatsApp Wekll,5,Permai nan ini baguss,2024-10-03 09:54:15,positif
Kusno Kusno,5,Ap Apl ini sangat menyenangkan,2024-10-03 09:53:52,positif
Hamidun Majid,5,Kerenn,2024-10-03 07:16:50,positif
Amin Suyono,5,"Good Gamplay, keeping progress",2024-10-03 01:57:13,positif
Masmuri Pratama,5,"Harapan Saya Bandara I Gusti Ngurah Rai, Bali, Indonesia Perlu Dimasukkan Dalam Permainan Ini. Semoga Sukses Selalu. Terima Kasih.",2024-10-02 11:33:15,positif
Paren Ren,4,👍🏻,2024-10-02 08:31:45,positif
Haris Wing,5,Baguss sekaliii,2024-10-02 03:40:17,positif
Akmal M.A.,5,Game Keren Tolong Tambahkan Bandara Internasional Soekarno-Hatta,2024-10-01 08:48:05,positif
iis ramadhan,1,"Bagaimana cara unduh bandara selanjutnya, karena setelah aplikasinya saya perbarui bendara yg telah terunduh sebelumnya tidak bisa di buka, contoh bandara BRI dan saya klik unduh malah tidak terunduh sama sekali malah tulisannya tertunda, padahal saya tidak mengunduh apapun, selain bandara yg saya unduh #tolong infonya",2024-09-30 11:55:57,negatif
Arsenio Kavin,5,Game nya bagus banget dan pesawat nya banyak banget,2024-09-29 13:55:27,positif
Dio Setiawan,5,gamenya seru,2024-09-29 12:43:43,positif
Dewata Dejavu,5,Amazing,2024-09-29 12:39:31,positif
Mas Nazhim,5,"Gamenya sudah bagus,tolong tambahkan Sriwijaya air,Super air jet dan Citilink dan garuda indonesia jadiin M untuk update selanjurnya.itu Saja ya terimakasih",2024-09-29 09:51:08,positif
azka aldrick,4,Kurang enak stir nya,2024-09-29 07:19:59,positif
Kalpin lengob,4,Bagus sangat keren min harus tambah bungkarno,2024-09-29 02:52:18,positif
MFAIZBRELYAN,5,Min tambahin bandara Indonesia,2024-09-28 16:56:37,positif
QQ wilide62,5,Yudi,2024-09-28 11:27:12,positif
akbar ramadhan,1,"Kenapa pagi ini tidak bisa dibuka aplikasinya ? Selalu force close saat proses downloading. Tertulis hapus memori karna terdapat bug pada aplikasi. Sudah hapus memori, tapi tetap saja selalu force close. Hmm kecewaa !",2024-09-28 00:03:17,negatif
Rianda,5,Game seru,2024-09-27 15:14:10,positif
Attaya Hibatullah,1,Game jelek,2024-09-26 13:10:46,negatif
Ass Aasss,4,Game nya cukup bagus tapi pesawatnya ko kalo baru pertama kecil tolong yang besar,2024-09-26 12:01:55,positif
Muhammad busrah,5,seruuu,2024-09-25 23:58:47,positif
Bambang Diansyah Winata,5,I like WOF,2024-09-25 04:32:46,positif
Faisal Faisal2007,5,mantapp,2024-09-25 03:14:27,positif
Nazar Al givar,1,tidak bisa mengendarai pesawat,2024-09-25 01:56:46,negatif
ifhan dp,2,"Hai.. Kini saya bermain di bandara LHR, sudah banyak Gate dan Kontrak yang saya miliki, tetapi HANYA 1 RUNWAY LANDING (27L) dan 1 RUNWAY TAKEOFF(27R) mengapa tidak sama dengan MCT yang bisa landing dan takeoff di 2 Runway? Hal ini membuat Delay Landing dan Takeoff yang lama.",2024-09-23 14:03:46,negatif
rona Frifilia,5,"Game sudah bagus, tolong tambahkan bandara soekarno Hatta,singapure change airport, dan Kuala lumpur airport untuk update selanjutnya. Itu saja terimakasih",2024-09-23 13:25:23,positif
Michael_ Aviation789,4,Memorinya bisa dikurangi kah kek 190mb or 201mb Kalo udah dikurangi entar kasih ranting lima🥺,2024-09-23 11:31:24,positif
Dhoni,5,"Please don't make the airport price too expensive, make it a little cheaper so that the game will be more crowded in the future.",2024-09-23 08:34:06,positif
Agus Setiawan,5,"hopefully can open asian airports, and for wollars hopefully they can also be exchanged for gold or silver plane coins",2024-09-22 13:53:57,positif
Supri Yono,5,Game sangat seru,2024-09-22 09:41:28,positif
Zildjian Al Fahrezi,5,"Wah makin bagus aja nih game, saya sudah 2 tahun bermain ini, dan sangat puasa dengan pembaruan ini🥳",2024-09-22 02:01:11,positif
Wawan Dwi,5,koin emas terlalu mahal,2024-09-21 17:34:05,positif
lah udh,5,seru bgtt bagus game nya ayo download guys jangan ragu,2024-09-21 12:59:41,positif
Mar Yati,5,sebaik nya jangan terlalu banyak gegabah☠️.,2024-09-21 08:04:46,positif
Alfa Sanjaya,5,Baguss sekali game nya,2024-09-21 04:15:31,positif
Afri Afri,1,Gk bisa di mainin,2024-09-20 16:33:28,negatif
Husen Alatas,5,Nice simulator,2024-09-20 16:01:26,positif
Angga Pringgo,5,sangat baguss,2024-09-20 10:05:51,positif
Nayoko Agung Prasetyo,5,Need more like emergency situation or something else,2024-09-20 09:51:35,positif
Roy Andreas Hutagalung,5,kren abisss,2024-09-20 09:39:18,positif
Aa Bb,3,Mb banyak woooiii,2024-09-20 09:30:24,netral
Kastini Ajjah,5,Kenzo,2024-09-20 06:19:13,positif
HURMAN,4,game nya bagus Sgt bagus,2024-09-19 15:56:19,positif
Azhari Tanjung,5,game nya bagus banget,2024-09-19 12:37:33,positif
Davino pratama,5,Mantap aja sih gemnya walaupun aku belum mainkan pas rating ini,2024-09-19 11:07:42,positif
gggyy gvvvggg,1,Ko ga muka yah,2024-09-18 20:09:07,negatif
Fardhan Hafiz Arwinda,5,udah bagus tinggal tambahin 2 jalur pesawatnya biar lebih bagus,2024-09-18 13:51:12,positif
Yuda Yuda24,5,Sangat menyenangkan,2024-09-18 13:35:13,positif
FF free fire,1,Game buat orang yang bodoh,2024-09-18 12:39:33,negatif
Liuhanzer,5,Nice game i like you game ;),2024-09-18 12:34:24,positif
Aldy fp1902,5,niceee!!!,2024-09-18 11:56:20,positif
Watzu Hidayat,5,Joossss,2024-09-18 11:48:23,positif
JALAL LUDIN,5,Online atau offline,2024-09-18 09:43:28,positif
coba tebak wwkwk,5,"cocok utk ngisi waktu luang, tapi tolong untuk bagian keuangannya dipermudah lagi, susah banget, dan timingnya terlalu lama",2024-09-18 08:28:37,positif
anak_ganteng,5,Mantap pesawatnya bagus bagus kalo bisa diperbanyak pesawatnya,2024-09-18 04:02:14,positif
Hefferli Vebriano,5,bagian take off nya bsa kedua belah sisi dunk,2024-09-18 01:59:19,positif
Iwan Setiawan,4,Harap ditambah cuaca hujan dan salju menurut wilayah masing masing..,2024-09-18 01:19:45,positif
Radity Opal,5,Bagus bikin saya jadi suka pesawat,2024-09-17 23:15:19,positif
Herani Rani,5,Tambahkan bandara indonesia🙏,2024-09-17 18:56:54,positif
Stefans,5,"Overall mantap.. Tolong bandaranya ditambah, kyk bandara di Indonesia seperti CGK dan DPS",2024-09-17 17:48:35,positif
Hesty Manengkey,5,"Game nya bagus, terus kembangkan game ini👍👍",2024-09-17 13:50:53,positif
Rafly Hidayatullah,5,Mantap serasa jadi pengelola bandara sungguhan👏👏👏,2024-09-17 13:41:50,positif
Riski Ramadhan,5,Seru banget,2024-09-17 10:03:38,positif
Dimas,5,"hey developer kok tidak ada buat pause, nanti semua player bagaimana jika tidak ada pause bakal jadi ribet kan,makanya tolong tambahkan pause di dalam game agar mempermudah player🙏",2024-09-16 15:40:45,positif
Risman Taryat,1,Ah ini mah pembohong soal nya ng ga bisa main,2024-09-16 11:20:57,negatif
Abdul Jabbar,4,Bagus si cuma ada hal aneh yaitu aku lihat ada bus yang mau ngarah ke kiri tapi pas ke kiri eh malah ke kanan,2024-09-16 07:23:06,positif
Mangapul Naibaho,2,"Gamenya udah bagus, sayang terlalu banyak BUG. Tolong di maksimalkan lagi",2024-09-16 03:16:26,negatif
Miftahul Fa Izin,5,"Game sudah bagus cuma 1 yang kurang, tambahin bandara di Indonesia yaa😊😊",2024-09-15 22:36:56,positif
Mex Mcvhi,2,Buat games formula one,2024-09-14 12:40:52,negatif
Zhafira Bilqis Oktaviani,4,TK coba dulu gmenx susai harapan TK kasih bitang 5,2024-09-14 03:21:13,positif
Koramil 03kapontori,5,Game nya sangat seru dan menyenangkan,2024-09-13 13:47:48,positif
Teguh Pambudi,4,"suka banget sama game nyaaa, tapi ada yang buatbkirang realistis yaitu tidak adanya cuaca atau pergantian cuacaa seperti musim dingin atau salju, hujan, gugur",2024-09-13 03:52:13,positif
Dian Eka Lestari,5,dulu aku main world of airport di handphone Apple dan di handphone Apple saya sudah dapat an225 dan aku ganti hp,2024-09-12 14:22:00,positif
rfs 0201,5,"Mengapa sekarang sangat lama loading dalam membeli fitur, mohon diperbaiki",2024-09-12 13:46:09,positif
Tokek Jumping,4,"Please dong deplover jangan kemahalan koin pesawat dan hadiah"" lain nya, saya suka banget main game ini. Terlalu sedikit banget dapar hadiahnya",2024-09-12 07:04:10,positif
Rizky Hermawan,5,"saya player asal Indonesia dan banyak player lain asal Indonesia, tolong developer banyak dari kamu sangat menginginkan bandara baru, bandara internasional Soekarno Hatta Jakarta (CGK) salam hangat, terimakasih 🇮🇩",2024-09-12 02:16:46,positif
Sun Tjia,4,Kondisi cuacanya kenapa selalu sama?,2024-09-11 15:50:47,positif
Muhammad Ridwan,1,Setiap mau main suka keluar tolong benerin🙏,2024-09-11 11:21:36,negatif
Rama Dani,5,"Secara gameplay sudah bagus kita serasa mengantur lalu lintas dan segala aktifitas yang ada di bandara, mungkin saran bisa ditambahkan untuk fitur pause gameplay saat kita masuk ke menu kontrak pesawat agar game bisa di pause, jangan terus berjalan terus saat kita mengatur sesuatu di menu",2024-09-11 00:10:13,positif
Maulana Ibrahim,2,Tolong dong agak di perkecil lagi ukuran gamenya Biar bisa di download dgn hp ram kecil,2024-09-10 17:30:14,negatif
Sendi Id,3,Halo defoloper geme ini bagus tapi ada suatu hal yang kurang yaitu tolong di tambahkan fitur-fitur seperti pekerja bandara dan pengunjung bandara trimakasih,2024-09-10 13:31:04,netral
Azis Sopian,5,Suka banget Ama ini geme semenjak sayah download ini geme sayah gak pernah sad lagi☺️🥀 untuk kedapanya tolong update lagi yah biar supaya sayah gak bosen bosen main ini geme makasih buat devfolever yang sudah bikin geme ini pokoknya semangat terus❤️❤️ oh iya ini tolong kenapa yah pas sayah mau masuk geme loadingnya lama Mulu tolong buat devfolevernya🙏🙏,2024-09-10 03:03:05,positif
Herul Munandar Munandar,1,Kenapa pesawatnya tidak bisa dinaiki,2024-09-10 01:23:22,negatif
Muhammad Nur medityo,5,Semoga ada bandara indonesia,2024-09-09 06:01:45,positif
Farhan Gaming,5,"Selamat atas pembaruannya. Semoga dapat menambah bandar udara seperti Soekarno Hatta (CGK), I Gusti Ngurah Rai (DPS), Changi Airport (SIN), dll. Untuk pembaruan berikutnya, bisa di tingkatkan pada animasi B752 dan B748. Dan penambahan cuaca di setiap negara.",2024-09-09 00:22:08,positif
Rizky Ramadhan Suharni,5,Gamenya bagus cuman lebih bagus lagi kalo ada garuda indonesia,2024-09-08 13:41:48,positif
umam 89,1,Ini cara memainkannya gimana,2024-09-08 13:13:36,negatif
Tony Phen,5,Tambahkan lagi rute berangkat nya jika 1-1 jadi lama dan berangkat juga sama,2024-09-08 10:54:37,positif
